Location,ParentLocation,PM25_Value,Average_PM25
Antigua and Barbuda,Americas,8.3,14.645727810650888
Dominica,Americas,8.38,14.645727810650888
Dominica,Americas,8.38,14.645727810650888
Antigua and Barbuda,Americas,8.42,14.645727810650888
Antigua and Barbuda,Americas,8.42,14.645727810650888
Uruguay,Americas,8.46,14.645727810650888
Uruguay,Americas,8.48,14.645727810650888
Uruguay,Americas,8.51,14.645727810650888
Uruguay,Americas,8.6,14.645727810650888
Saint Vincent and the Grenadines,Americas,8.88,14.645727810650888
Saint Lucia,Americas,8.94,14.645727810650888
Saint Lucia,Americas,8.94,14.645727810650888
Saint Lucia,Americas,8.98,14.645727810650888
Saint Lucia,Americas,9.0,14.645727810650888
Haiti,Americas,9.09,14.645727810650888
Barbados,Americas,9.19,14.645727810650888
Haiti,Americas,9.35,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.41,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.51,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.51,14.645727810650888
Brazil,Americas,9.57,14.645727810650888
Haiti,Americas,9.69,14.645727810650888
Haiti,Americas,9.78,14.645727810650888
Barbados,Americas,9.79,14.645727810650888
Barbados,Americas,9.83,14.645727810650888
Barbados,Americas,9.83,14.645727810650888
Barbados,Americas,9.84,14.645727810650888
Grenada,Americas,9.84,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.04,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.04,14.645727810650888
Haiti,Americas,10.23,14.645727810650888
Brazil,Americas,10.25,14.645727810650888
Haiti,Americas,10.31,14.645727810650888
Grenada,Americas,10.31,14.645727810650888
Barbados,Americas,10.36,14.645727810650888
Barbados,Americas,10.39,14.645727810650888
Barbados,Americas,10.4,14.645727810650888
Barbados,Americas,10.41,14.645727810650888
Trinidad and Tobago,Americas,10.47,14.645727810650888
Grenada,Americas,10.57,14.645727810650888
Grenada,Americas,10.71,14.645727810650888
Grenada,Americas,10.71,14.645727810650888
Guyana,Americas,10.72,14.645727810650888
Trinidad and Tobago,Americas,10.72,14.645727810650888
Trinidad and Tobago,Americas,10.84,14.645727810650888
Trinidad and Tobago,Americas,10.85,14.645727810650888
Belize,Americas,10.86,14.645727810650888
Trinidad and Tobago,Americas,10.86,14.645727810650888
Belize,Americas,10.87,14.645727810650888
Belize,Americas,10.89,14.645727810650888
Haiti,Americas,10.89,14.645727810650888
Belize,Americas,10.9,14.645727810650888
Belize,Americas,10.9,14.645727810650888
Brazil,Americas,11.15,14.645727810650888
Paraguay,Americas,11.2,14.645727810650888
Suriname,Americas,11.38,14.645727810650888
Brazil,Americas,11.48,14.645727810650888
Guyana,Americas,11.52,14.645727810650888
Argentina,Americas,11.58,14.645727810650888
Cuba,Americas,11.61,14.645727810650888
Guyana,Americas,11.68,14.645727810650888
Argentina,Americas,11.75,14.645727810650888
Brazil,Americas,11.99,14.645727810650888
Paraguay,Americas,12.11,14.645727810650888
Guyana,Americas,12.14,14.645727810650888
Panama,Americas,12.14,14.645727810650888
Paraguay,Americas,12.36,14.645727810650888
Panama,Americas,12.37,14.645727810650888
Guyana,Americas,12.44,14.645727810650888
Panama,Americas,12.48,14.645727810650888
Panama,Americas,12.52,14.645727810650888
Argentina,Americas,12.55,14.645727810650888
Argentina,Americas,12.6,14.645727810650888
Panama,Americas,12.64,14.645727810650888
Suriname,Americas,12.75,14.645727810650888
Paraguay,Americas,13.1,14.645727810650888
Paraguay,Americas,13.37,14.645727810650888
Suriname,Americas,13.39,14.645727810650888
Argentina,Americas,13.44,14.645727810650888
Suriname,Americas,13.67,14.645727810650888
Colombia,Americas,13.76,14.645727810650888
Cuba,Americas,13.84,14.645727810650888
Colombia,Americas,13.87,14.645727810650888
Suriname,Americas,13.87,14.645727810650888
Cuba,Americas,14.28,14.645727810650888
Jamaica,Americas,14.56,14.645727810650888
Colombia,Americas,14.72,14.645727810650888
Costa Rica,Americas,14.77,14.645727810650888
Jamaica,Americas,14.81,14.645727810650888
Costa Rica,Americas,15.13,14.645727810650888
Costa Rica,Americas,15.59,14.645727810650888
Jamaica,Americas,15.73,14.645727810650888
Colombia,Americas,15.85,14.645727810650888
Costa Rica,Americas,15.95,14.645727810650888
Ecuador,Americas,15.98,14.645727810650888
Mexico,Americas,16.03,14.645727810650888
Ecuador,Americas,16.05,14.645727810650888
Costa Rica,Americas,16.35,14.645727810650888
Ecuador,Americas,16.38,14.645727810650888
Nicaragua,Americas,16.62,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,16.72,14.645727810650888
Ecuador,Americas,16.72,14.645727810650888
Jamaica,Americas,16.76,14.645727810650888
Colombia,Americas,16.81,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,16.91,14.645727810650888
Cuba,Americas,17.03,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,17.06,14.645727810650888
Ecuador,Americas,17.1,14.645727810650888
Nicaragua,Americas,17.24,14.645727810650888
Mexico,Americas,17.39,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,17.46,14.645727810650888
Nicaragua,Americas,17.51,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,17.66,14.645727810650888
Nicaragua,Americas,18.07,14.645727810650888
Nicaragua,Americas,18.49,14.645727810650888
Jamaica,Americas,18.74,14.645727810650888
Mexico,Americas,18.75,14.645727810650888
Mexico,Americas,19.41,14.645727810650888
Honduras,Americas,19.66,14.645727810650888
Chile,Americas,19.7,14.645727810650888
Honduras,Americas,20.03,14.645727810650888
Guatemala,Americas,20.04,14.645727810650888
Mexico,Americas,20.09,14.645727810650888
Cuba,Americas,20.12,14.645727810650888
Honduras,Americas,20.15,14.645727810650888
Chile,Americas,20.47,14.645727810650888
Honduras,Americas,20.54,14.645727810650888
Honduras,Americas,20.94,14.645727810650888
Guatemala,Americas,21.45,14.645727810650888
Chile,Americas,21.47,14.645727810650888
El Salvador,Americas,21.61,14.645727810650888
Guatemala,Americas,21.71,14.645727810650888
El Salvador,Americas,22.7,14.645727810650888
Guatemala,Americas,22.82,14.645727810650888
Chile,Americas,23.24,14.645727810650888
El Salvador,Americas,23.36,14.645727810650888
Chile,Americas,23.74,14.645727810650888
Bolivia (Plurinational State of),Americas,23.94,14.645727810650888
El Salvador,Americas,23.97,14.645727810650888
Bolivia (Plurinational State of),Americas,23.98,14.645727810650888
Guatemala,Americas,24.38,14.645727810650888
Bolivia (Plurinational State of),Americas,24.63,14.645727810650888
El Salvador,Americas,25.07,14.645727810650888
Peru,Americas,25.82,14.645727810650888
Bolivia (Plurinational State of),Americas,26.31,14.645727810650888
Bolivia (Plurinational State of),Americas,26.85,14.645727810650888
Peru,Americas,27.26,14.645727810650888
Peru,Americas,28.81,14.645727810650888
Peru,Americas,31.5,14.645727810650888
Peru,Americas,32.46,14.645727810650888
Bahamas,Americas,5.27,14.645727810650888
Bahamas,Americas,5.55,14.645727810650888
Bahamas,Americas,5.61,14.645727810650888
Bahamas,Americas,5.63,14.645727810650888
Canada,Americas,5.81,14.645727810650888
Bahamas,Americas,5.98,14.645727810650888
Canada,Americas,6.88,14.645727810650888
Canada,Americas,7.09,14.645727810650888
United States of America,Americas,7.17,14.645727810650888
Canada,Americas,7.43,14.645727810650888
Dominican Republic,Americas,7.51,14.645727810650888
Canada,Americas,7.6,14.645727810650888
Dominican Republic,Americas,7.67,14.645727810650888
United States of America,Americas,7.97,14.645727810650888
Dominican Republic,Americas,8.0,14.645727810650888
United States of America,Americas,8.13,14.645727810650888
Saint Kitts and Nevis,Americas,8.14,14.645727810650888
Saint Kitts and Nevis,Americas,8.14,14.645727810650888
Dominican Republic,Americas,8.19,14.645727810650888
Dominica,Americas,8.38,14.645727810650888
Dominican Republic,Americas,8.41,14.645727810650888
United States of America,Americas,8.43,14.645727810650888
Uruguay,Americas,8.57,14.645727810650888
Saint Kitts and Nevis,Americas,8.59,14.645727810650888
Saint Kitts and Nevis,Americas,8.62,14.645727810650888
United States of America,Americas,8.67,14.645727810650888
Antigua and Barbuda,Americas,8.68,14.645727810650888
Dominica,Americas,8.75,14.645727810650888
Uruguay,Americas,8.8,14.645727810650888
Uruguay,Americas,8.82,14.645727810650888
Uruguay,Americas,8.85,14.645727810650888
Antigua and Barbuda,Americas,8.87,14.645727810650888
Dominica,Americas,8.92,14.645727810650888
Dominica,Americas,8.92,14.645727810650888
Uruguay,Americas,8.94,14.645727810650888
Antigua and Barbuda,Americas,9.01,14.645727810650888
Antigua and Barbuda,Americas,9.01,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.36,14.645727810650888
Saint Lucia,Americas,9.47,14.645727810650888
Saint Lucia,Americas,9.47,14.645727810650888
Saint Lucia,Americas,9.51,14.645727810650888
Saint Lucia,Americas,9.54,14.645727810650888
Haiti,Americas,9.64,14.645727810650888
Barbados,Americas,9.73,14.645727810650888
Brazil,Americas,9.74,14.645727810650888
Haiti,Americas,9.92,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.94,14.645727810650888
Saint Lucia,Americas,10.03,14.645727810650888
Saint Lucia,Americas,10.06,14.645727810650888
Barbados,Americas,10.24,14.645727810650888
Haiti,Americas,10.25,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.5,14.645727810650888
Haiti,Americas,10.61,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.61,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.61,14.645727810650888
Haiti,Americas,10.71,14.645727810650888
Grenada,Americas,10.87,14.645727810650888
Barbados,Americas,10.91,14.645727810650888
Barbados,Americas,10.95,14.645727810650888
Barbados,Americas,10.95,14.645727810650888
Barbados,Americas,10.96,14.645727810650888
Trinidad and Tobago,Americas,11.01,14.645727810650888
Grenada,Americas,11.14,14.645727810650888
Guyana,Americas,11.21,14.645727810650888
Trinidad and Tobago,Americas,11.27,14.645727810650888
Grenada,Americas,11.29,14.645727810650888
Grenada,Americas,11.29,14.645727810650888
Belize,Americas,11.3,14.645727810650888
Belize,Americas,11.33,14.645727810650888
Haiti,Americas,11.34,14.645727810650888
Belize,Americas,11.36,14.645727810650888
Belize,Americas,11.37,14.645727810650888
Belize,Americas,11.38,14.645727810650888
Trinidad and Tobago,Americas,11.4,14.645727810650888
Trinidad and Tobago,Americas,11.41,14.645727810650888
Trinidad and Tobago,Americas,11.42,14.645727810650888
Suriname,Americas,11.86,14.645727810650888
Cuba,Americas,11.98,14.645727810650888
Guyana,Americas,12.03,14.645727810650888
Argentina,Americas,12.17,14.645727810650888
Guyana,Americas,12.19,14.645727810650888
Argentina,Americas,12.34,14.645727810650888
Guyana,Americas,12.67,14.645727810650888
Guyana,Americas,13.0,14.645727810650888
Brazil,Americas,13.03,14.645727810650888
Argentina,Americas,13.16,14.645727810650888
Panama,Americas,13.17,14.645727810650888
Argentina,Americas,13.24,14.645727810650888
Suriname,Americas,13.3,14.645727810650888
Panama,Americas,13.38,14.645727810650888
Panama,Americas,13.47,14.645727810650888
Panama,Americas,13.52,14.645727810650888
Panama,Americas,13.71,14.645727810650888
Brazil,Americas,13.72,14.645727810650888
Suriname,Americas,13.97,14.645727810650888
Argentina,Americas,14.13,14.645727810650888
Suriname,Americas,14.27,14.645727810650888
Cuba,Americas,14.29,14.645727810650888
Suriname,Americas,14.48,14.645727810650888
Cuba,Americas,14.76,14.645727810650888
Colombia,Americas,14.86,14.645727810650888
Brazil,Americas,14.86,14.645727810650888
Colombia,Americas,14.97,14.645727810650888
Jamaica,Americas,15.1,14.645727810650888
Paraguay,Americas,15.19,14.645727810650888
Brazil,Americas,15.29,14.645727810650888
Jamaica,Americas,15.37,14.645727810650888
Ecuador,Americas,15.44,14.645727810650888
Ecuador,Americas,15.51,14.645727810650888
Ecuador,Americas,15.84,14.645727810650888
Colombia,Americas,15.9,14.645727810650888
Brazil,Americas,15.95,14.645727810650888
Costa Rica,Americas,16.04,14.645727810650888
Ecuador,Americas,16.17,14.645727810650888
Jamaica,Americas,16.3,14.645727810650888
Paraguay,Americas,16.36,14.645727810650888
Costa Rica,Americas,16.49,14.645727810650888
Ecuador,Americas,16.54,14.645727810650888
Paraguay,Americas,16.61,14.645727810650888
Costa Rica,Americas,17.05,14.645727810650888
Colombia,Americas,17.12,14.645727810650888
Jamaica,Americas,17.36,14.645727810650888
Costa Rica,Americas,17.49,14.645727810650888
Mexico,Americas,17.52,14.645727810650888
Cuba,Americas,17.63,14.645727810650888
Paraguay,Americas,17.63,14.645727810650888
Nicaragua,Americas,17.7,14.645727810650888
Costa Rica,Americas,17.96,14.645727810650888
Paraguay,Americas,18.0,14.645727810650888
Colombia,Americas,18.16,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,18.3,14.645727810650888
Nicaragua,Americas,18.44,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,18.51,14.645727810650888
Nicaragua,Americas,18.71,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,18.71,14.645727810650888
Mexico,Americas,18.96,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.19,14.645727810650888
Jamaica,Americas,19.37,14.645727810650888
Nicaragua,Americas,19.42,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.44,14.645727810650888
Nicaragua,Americas,19.94,14.645727810650888
Mexico,Americas,20.44,14.645727810650888
Honduras,Americas,20.68,14.645727810650888
Chile,Americas,20.81,14.645727810650888
Cuba,Americas,20.85,14.645727810650888
Honduras,Americas,21.07,14.645727810650888
Mexico,Americas,21.15,14.645727810650888
Honduras,Americas,21.19,14.645727810650888
Honduras,Americas,21.61,14.645727810650888
Chile,Americas,21.65,14.645727810650888
Mexico,Americas,21.89,14.645727810650888
Guatemala,Americas,22.0,14.645727810650888
Honduras,Americas,22.03,14.645727810650888
Chile,Americas,22.69,14.645727810650888
El Salvador,Americas,23.05,14.645727810650888
Guatemala,Americas,23.48,14.645727810650888
Bolivia (Plurinational State of),Americas,23.5,14.645727810650888
Bolivia (Plurinational State of),Americas,23.53,14.645727810650888
Guatemala,Americas,23.82,14.645727810650888
Bolivia (Plurinational State of),Americas,24.17,14.645727810650888
El Salvador,Americas,24.21,14.645727810650888
Chile,Americas,24.58,14.645727810650888
El Salvador,Americas,24.94,14.645727810650888
Guatemala,Americas,25.02,14.645727810650888
Chile,Americas,25.12,14.645727810650888
Peru,Americas,25.14,14.645727810650888
El Salvador,Americas,25.6,14.645727810650888
Bolivia (Plurinational State of),Americas,25.81,14.645727810650888
Bolivia (Plurinational State of),Americas,26.34,14.645727810650888
Peru,Americas,26.36,14.645727810650888
Guatemala,Americas,26.77,14.645727810650888
El Salvador,Americas,26.83,14.645727810650888
Peru,Americas,27.76,14.645727810650888
Peru,Americas,30.13,14.645727810650888
Peru,Americas,30.98,14.645727810650888
Bahamas,Americas,5.44,14.645727810650888
Canada,Americas,5.62,14.645727810650888
Bahamas,Americas,5.76,14.645727810650888
Bahamas,Americas,5.8,14.645727810650888
Bahamas,Americas,5.82,14.645727810650888
Bahamas,Americas,6.17,14.645727810650888
Canada,Americas,6.74,14.645727810650888
Canada,Americas,6.9,14.645727810650888
United States of America,Americas,6.96,14.645727810650888
Canada,Americas,7.24,14.645727810650888
Canada,Americas,7.4,14.645727810650888
United States of America,Americas,7.78,14.645727810650888
Dominican Republic,Americas,7.8,14.645727810650888
United States of America,Americas,7.96,14.645727810650888
Dominican Republic,Americas,7.98,14.645727810650888
United States of America,Americas,8.26,14.645727810650888
Dominican Republic,Americas,8.32,14.645727810650888
Saint Kitts and Nevis,Americas,8.5,14.645727810650888
Saint Kitts and Nevis,Americas,8.5,14.645727810650888
Dominican Republic,Americas,8.51,14.645727810650888
United States of America,Americas,8.51,14.645727810650888
Dominican Republic,Americas,8.75,14.645727810650888
Dominica,Americas,8.85,14.645727810650888
Saint Kitts and Nevis,Americas,8.97,14.645727810650888
Saint Kitts and Nevis,Americas,9.0,14.645727810650888
Uruguay,Americas,9.02,14.645727810650888
Antigua and Barbuda,Americas,9.07,14.645727810650888
Dominica,Americas,9.23,14.645727810650888
Uruguay,Americas,9.25,14.645727810650888
Antigua and Barbuda,Americas,9.27,14.645727810650888
Uruguay,Americas,9.27,14.645727810650888
Uruguay,Americas,9.31,14.645727810650888
Antigua and Barbuda,Americas,9.41,14.645727810650888
Antigua and Barbuda,Americas,9.41,14.645727810650888
Dominica,Americas,9.41,14.645727810650888
Dominica,Americas,9.41,14.645727810650888
Uruguay,Americas,9.41,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.88,14.645727810650888
Haiti,Americas,9.97,14.645727810650888
Saint Lucia,Americas,9.98,14.645727810650888
Saint Lucia,Americas,9.98,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.05,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.16,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.16,14.645727810650888
Barbados,Americas,10.34,14.645727810650888
Grenada,Americas,10.34,14.645727810650888
Haiti,Americas,10.36,14.645727810650888
Barbados,Americas,10.38,14.645727810650888
Barbados,Americas,10.39,14.645727810650888
Barbados,Americas,10.4,14.645727810650888
Haiti,Americas,10.47,14.645727810650888
Brazil,Americas,10.53,14.645727810650888
Grenada,Americas,10.59,14.645727810650888
Trinidad and Tobago,Americas,10.69,14.645727810650888
Grenada,Americas,10.73,14.645727810650888
Grenada,Americas,10.73,14.645727810650888
Trinidad and Tobago,Americas,10.95,14.645727810650888
Guyana,Americas,10.96,14.645727810650888
Belize,Americas,11.06,14.645727810650888
Brazil,Americas,11.06,14.645727810650888
Belize,Americas,11.07,14.645727810650888
Trinidad and Tobago,Americas,11.09,14.645727810650888
Trinidad and Tobago,Americas,11.09,14.645727810650888
Trinidad and Tobago,Americas,11.09,14.645727810650888
Belize,Americas,11.1,14.645727810650888
Belize,Americas,11.1,14.645727810650888
Belize,Americas,11.1,14.645727810650888
Haiti,Americas,11.13,14.645727810650888
Suriname,Americas,11.56,14.645727810650888
Cuba,Americas,11.67,14.645727810650888
Guyana,Americas,11.76,14.645727810650888
Guyana,Americas,11.91,14.645727810650888
Brazil,Americas,12.0,14.645727810650888
Paraguay,Americas,12.26,14.645727810650888
Brazil,Americas,12.34,14.645727810650888
Guyana,Americas,12.38,14.645727810650888
Guyana,Americas,12.7,14.645727810650888
Argentina,Americas,12.83,14.645727810650888
Brazil,Americas,12.88,14.645727810650888
Suriname,Americas,12.9,14.645727810650888
Argentina,Americas,13.01,14.645727810650888
Paraguay,Americas,13.27,14.645727810650888
Suriname,Americas,13.5,14.645727810650888
Paraguay,Americas,13.52,14.645727810650888
Suriname,Americas,13.81,14.645727810650888
Argentina,Americas,13.83,14.645727810650888
Panama,Americas,13.9,14.645727810650888
Argentina,Americas,13.93,14.645727810650888
Cuba,Americas,13.94,14.645727810650888
Suriname,Americas,14.01,14.645727810650888
Panama,Americas,14.04,14.645727810650888
Panama,Americas,14.05,14.645727810650888
Panama,Americas,14.12,14.645727810650888
Paraguay,Americas,14.37,14.645727810650888
Panama,Americas,14.39,14.645727810650888
Cuba,Americas,14.47,14.645727810650888
Paraguay,Americas,14.67,14.645727810650888
Jamaica,Americas,14.84,14.645727810650888
Argentina,Americas,14.85,14.645727810650888
Jamaica,Americas,15.03,14.645727810650888
Colombia,Americas,15.86,14.645727810650888
Colombia,Americas,15.94,14.645727810650888
Jamaica,Americas,15.98,14.645727810650888
Ecuador,Americas,16.78,14.645727810650888
Costa Rica,Americas,16.82,14.645727810650888
Ecuador,Americas,16.83,14.645727810650888
Colombia,Americas,16.9,14.645727810650888
Jamaica,Americas,16.98,14.645727810650888
Ecuador,Americas,17.17,14.645727810650888
Costa Rica,Americas,17.27,14.645727810650888
Cuba,Americas,17.34,14.645727810650888
Ecuador,Americas,17.51,14.645727810650888
Costa Rica,Americas,17.86,14.645727810650888
Ecuador,Americas,17.88,14.645727810650888
Colombia,Americas,18.13,14.645727810650888
Costa Rica,Americas,18.31,14.645727810650888
Mexico,Americas,18.33,14.645727810650888
Costa Rica,Americas,18.81,14.645727810650888
Nicaragua,Americas,18.83,14.645727810650888
Jamaica,Americas,18.94,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.19,14.645727810650888
Colombia,Americas,19.19,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.54,14.645727810650888
Nicaragua,Americas,19.56,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.65,14.645727810650888
Mexico,Americas,19.79,14.645727810650888
Nicaragua,Americas,19.86,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.18,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.41,14.645727810650888
Nicaragua,Americas,20.52,14.645727810650888
Cuba,Americas,20.62,14.645727810650888
Nicaragua,Americas,21.0,14.645727810650888
Mexico,Americas,21.21,14.645727810650888
Chile,Americas,21.86,14.645727810650888
Mexico,Americas,21.91,14.645727810650888
Honduras,Americas,22.25,14.645727810650888
Honduras,Americas,22.63,14.645727810650888
Mexico,Americas,22.63,14.645727810650888
Chile,Americas,22.69,14.645727810650888
Honduras,Americas,22.78,14.645727810650888
Guatemala,Americas,23.09,14.645727810650888
Honduras,Americas,23.17,14.645727810650888
Honduras,Americas,23.57,14.645727810650888
Chile,Americas,23.75,14.645727810650888
El Salvador,Americas,24.52,14.645727810650888
Guatemala,Americas,24.64,14.645727810650888
Guatemala,Americas,25.0,14.645727810650888
Chile,Americas,25.65,14.645727810650888
El Salvador,Americas,25.7,14.645727810650888
Bolivia (Plurinational State of),Americas,25.71,14.645727810650888
Bolivia (Plurinational State of),Americas,25.72,14.645727810650888
Chile,Americas,26.19,14.645727810650888
Guatemala,Americas,26.24,14.645727810650888
Bolivia (Plurinational State of),Americas,26.4,14.645727810650888
El Salvador,Americas,26.44,14.645727810650888
El Salvador,Americas,27.12,14.645727810650888
Peru,Americas,27.22,14.645727810650888
Guatemala,Americas,28.06,14.645727810650888
Bolivia (Plurinational State of),Americas,28.1,14.645727810650888
El Salvador,Americas,28.38,14.645727810650888
Peru,Americas,28.51,14.645727810650888
Bolivia (Plurinational State of),Americas,28.64,14.645727810650888
Peru,Americas,29.49,14.645727810650888
Peru,Americas,31.55,14.645727810650888
Peru,Americas,32.24,14.645727810650888
Canada,Americas,5.06,14.645727810650888
Bahamas,Americas,5.22,14.645727810650888
Bahamas,Americas,5.5,14.645727810650888
Bahamas,Americas,5.56,14.645727810650888
Bahamas,Americas,5.58,14.645727810650888
Bahamas,Americas,5.92,14.645727810650888
Canada,Americas,6.07,14.645727810650888
Canada,Americas,6.31,14.645727810650888
United States of America,Americas,6.58,14.645727810650888
Canada,Americas,6.64,14.645727810650888
Canada,Americas,6.82,14.645727810650888
United States of America,Americas,7.36,14.645727810650888
Dominican Republic,Americas,7.52,14.645727810650888
United States of America,Americas,7.54,14.645727810650888
Dominican Republic,Americas,7.7,14.645727810650888
United States of America,Americas,7.84,14.645727810650888
Dominican Republic,Americas,8.02,14.645727810650888
United States of America,Americas,8.09,14.645727810650888
Dominican Republic,Americas,8.2,14.645727810650888
Saint Kitts and Nevis,Americas,8.2,14.645727810650888
Saint Kitts and Nevis,Americas,8.2,14.645727810650888
Dominican Republic,Americas,8.42,14.645727810650888
Dominica,Americas,8.52,14.645727810650888
Saint Kitts and Nevis,Americas,8.66,14.645727810650888
Saint Kitts and Nevis,Americas,8.69,14.645727810650888
Antigua and Barbuda,Americas,8.76,14.645727810650888
Dominica,Americas,8.88,14.645727810650888
Antigua and Barbuda,Americas,8.95,14.645727810650888
Dominica,Americas,9.05,14.645727810650888
Dominica,Americas,9.05,14.645727810650888
Antigua and Barbuda,Americas,9.09,14.645727810650888
Antigua and Barbuda,Americas,9.09,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.45,14.645727810650888
Uruguay,Americas,9.47,14.645727810650888
Saint Lucia,Americas,9.52,14.645727810650888
Saint Lucia,Americas,9.52,14.645727810650888
Saint Lucia,Americas,9.56,14.645727810650888
Saint Lucia,Americas,9.59,14.645727810650888
Haiti,Americas,9.71,14.645727810650888
Barbados,Americas,9.73,14.645727810650888
Uruguay,Americas,9.73,14.645727810650888
Uruguay,Americas,9.75,14.645727810650888
Uruguay,Americas,9.78,14.645727810650888
Uruguay,Americas,9.89,14.645727810650888
Haiti,Americas,9.94,14.645727810650888
Uruguay,Americas,10.05,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.09,14.645727810650888
Haiti,Americas,10.14,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.19,14.645727810650888
Saint Vincent and the Grenadines,Americas,10.19,14.645727810650888
Haiti,Americas,10.23,14.645727810650888
Grenada,Americas,10.5,14.645727810650888
Barbados,Americas,10.53,14.645727810650888
Brazil,Americas,10.55,14.645727810650888
Barbados,Americas,10.56,14.645727810650888
Barbados,Americas,10.57,14.645727810650888
Barbados,Americas,10.58,14.645727810650888
Trinidad and Tobago,Americas,10.68,14.645727810650888
Grenada,Americas,10.76,14.645727810650888
Haiti,Americas,10.83,14.645727810650888
Grenada,Americas,10.91,14.645727810650888
Grenada,Americas,10.91,14.645727810650888
Guyana,Americas,10.94,14.645727810650888
Trinidad and Tobago,Americas,10.94,14.645727810650888
Belize,Americas,11.05,14.645727810650888
Belize,Americas,11.06,14.645727810650888
Belize,Americas,11.07,14.645727810650888
Trinidad and Tobago,Americas,11.07,14.645727810650888
Trinidad and Tobago,Americas,11.08,14.645727810650888
Trinidad and Tobago,Americas,11.08,14.645727810650888
Brazil,Americas,11.08,14.645727810650888
Belize,Americas,11.1,14.645727810650888
Belize,Americas,11.1,14.645727810650888
Cuba,Americas,11.43,14.645727810650888
Suriname,Americas,11.56,14.645727810650888
Guyana,Americas,11.72,14.645727810650888
Guyana,Americas,11.87,14.645727810650888
Brazil,Americas,12.05,14.645727810650888
Paraguay,Americas,12.09,14.645727810650888
Guyana,Americas,12.33,14.645727810650888
Brazil,Americas,12.39,14.645727810650888
Guyana,Americas,12.64,14.645727810650888
Brazil,Americas,12.95,14.645727810650888
Suriname,Americas,12.96,14.645727810650888
Paraguay,Americas,13.0,14.645727810650888
Argentina,Americas,13.04,14.645727810650888
Paraguay,Americas,13.18,14.645727810650888
Argentina,Americas,13.23,14.645727810650888
Suriname,Americas,13.58,14.645727810650888
Cuba,Americas,13.62,14.645727810650888
Suriname,Americas,13.9,14.645727810650888
Paraguay,Americas,14.01,14.645727810650888
Suriname,Americas,14.11,14.645727810650888
Argentina,Americas,14.12,14.645727810650888
Cuba,Americas,14.16,14.645727810650888
Argentina,Americas,14.18,14.645727810650888
Paraguay,Americas,14.31,14.645727810650888
Jamaica,Americas,14.57,14.645727810650888
Panama,Americas,14.62,14.645727810650888
Jamaica,Americas,14.75,14.645727810650888
Panama,Americas,14.87,14.645727810650888
Panama,Americas,14.98,14.645727810650888
Panama,Americas,15.03,14.645727810650888
Argentina,Americas,15.13,14.645727810650888
Panama,Americas,15.18,14.645727810650888
Jamaica,Americas,15.75,14.645727810650888
Colombia,Americas,16.21,14.645727810650888
Colombia,Americas,16.35,14.645727810650888
Jamaica,Americas,16.78,14.645727810650888
Cuba,Americas,16.97,14.645727810650888
Ecuador,Americas,17.25,14.645727810650888
Colombia,Americas,17.33,14.645727810650888
Ecuador,Americas,17.34,14.645727810650888
Costa Rica,Americas,17.38,14.645727810650888
Ecuador,Americas,17.73,14.645727810650888
Costa Rica,Americas,17.75,14.645727810650888
Ecuador,Americas,18.12,14.645727810650888
Costa Rica,Americas,18.32,14.645727810650888
Ecuador,Americas,18.56,14.645727810650888
Colombia,Americas,18.64,14.645727810650888
Costa Rica,Americas,18.72,14.645727810650888
Mexico,Americas,18.73,14.645727810650888
Jamaica,Americas,18.83,14.645727810650888
Costa Rica,Americas,19.18,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.67,14.645727810650888
Colombia,Americas,19.74,14.645727810650888
