Location,ParentLocation,PM25_Value,Average_PM25
Djibouti,Eastern Mediterranean,20.66,38.40368181818182
Djibouti,Eastern Mediterranean,20.9,38.40368181818182
Djibouti,Eastern Mediterranean,21.9,38.40368181818182
Djibouti,Eastern Mediterranean,22.28,38.40368181818182
Sudan,Eastern Mediterranean,22.29,38.40368181818182
Lebanon,Eastern Mediterranean,22.43,38.40368181818182
Sudan,Eastern Mediterranean,22.73,38.40368181818182
Lebanon,Eastern Mediterranean,23.24,38.40368181818182
Lebanon,Eastern Mediterranean,23.53,38.40368181818182
Sudan,Eastern Mediterranean,23.59,38.40368181818182
Lebanon,Eastern Mediterranean,23.63,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.72,38.40368181818182
Lebanon,Eastern Mediterranean,23.8,38.40368181818182
Jordan,Eastern Mediterranean,24.18,38.40368181818182
Tunisia,Eastern Mediterranean,24.46,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.58,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.83,38.40368181818182
Sudan,Eastern Mediterranean,24.86,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,25.0,38.40368181818182
Tunisia,Eastern Mediterranean,25.12,38.40368181818182
Jordan,Eastern Mediterranean,25.19,38.40368181818182
Jordan,Eastern Mediterranean,25.29,38.40368181818182
Jordan,Eastern Mediterranean,25.7,38.40368181818182
Jordan,Eastern Mediterranean,25.8,38.40368181818182
Sudan,Eastern Mediterranean,25.86,38.40368181818182
Tunisia,Eastern Mediterranean,26.13,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,26.29,38.40368181818182
Libya,Eastern Mediterranean,26.58,38.40368181818182
Libya,Eastern Mediterranean,26.72,38.40368181818182
Libya,Eastern Mediterranean,26.86,38.40368181818182
Tunisia,Eastern Mediterranean,26.89,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.76,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,28.14,38.40368181818182
Tunisia,Eastern Mediterranean,28.16,38.40368181818182
Libya,Eastern Mediterranean,28.42,38.40368181818182
Libya,Eastern Mediterranean,28.82,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.37,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,29.81,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.9,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.28,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,30.35,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,31.68,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,33.0,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,35.16,38.40368181818182
Oman,Eastern Mediterranean,35.42,38.40368181818182
Oman,Eastern Mediterranean,35.78,38.40368181818182
Oman,Eastern Mediterranean,35.99,38.40368181818182
Iraq,Eastern Mediterranean,36.55,38.40368181818182
Oman,Eastern Mediterranean,37.13,38.40368181818182
Iraq,Eastern Mediterranean,37.37,38.40368181818182
Oman,Eastern Mediterranean,38.27,38.40368181818182
Iraq,Eastern Mediterranean,38.86,38.40368181818182
Yemen,Eastern Mediterranean,39.97,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.56,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.63,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.72,38.40368181818182
Yemen,Eastern Mediterranean,41.32,38.40368181818182
Yemen,Eastern Mediterranean,41.64,38.40368181818182
Iraq,Eastern Mediterranean,42.43,38.40368181818182
Yemen,Eastern Mediterranean,42.74,38.40368181818182
United Arab Emirates,Eastern Mediterranean,43.33,38.40368181818182
Yemen,Eastern Mediterranean,43.41,38.40368181818182
United Arab Emirates,Eastern Mediterranean,44.45,38.40368181818182
Iraq,Eastern Mediterranean,44.91,38.40368181818182
Egypt,Eastern Mediterranean,45.97,38.40368181818182
Pakistan,Eastern Mediterranean,50.19,38.40368181818182
Pakistan,Eastern Mediterranean,51.98,38.40368181818182
Pakistan,Eastern Mediterranean,52.14,38.40368181818182
Pakistan,Eastern Mediterranean,53.6,38.40368181818182
Bahrain,Eastern Mediterranean,54.03,38.40368181818182
Bahrain,Eastern Mediterranean,54.49,38.40368181818182
Bahrain,Eastern Mediterranean,54.72,38.40368181818182
Bahrain,Eastern Mediterranean,54.76,38.40368181818182
Afghanistan,Eastern Mediterranean,55.08,38.40368181818182
Pakistan,Eastern Mediterranean,55.09,38.40368181818182
Kuwait,Eastern Mediterranean,56.2,38.40368181818182
Qatar,Eastern Mediterranean,56.33,38.40368181818182
Saudi Arabia,Eastern Mediterranean,57.25,38.40368181818182
Egypt,Eastern Mediterranean,57.65,38.40368181818182
Qatar,Eastern Mediterranean,57.93,38.40368181818182
Kuwait,Eastern Mediterranean,58.43,38.40368181818182
Saudi Arabia,Eastern Mediterranean,58.47,38.40368181818182
Bahrain,Eastern Mediterranean,59.58,38.40368181818182
Afghanistan,Eastern Mediterranean,61.78,38.40368181818182
Egypt,Eastern Mediterranean,62.05,38.40368181818182
Afghanistan,Eastern Mediterranean,62.66,38.40368181818182
Saudi Arabia,Eastern Mediterranean,62.96,38.40368181818182
Egypt,Eastern Mediterranean,62.98,38.40368181818182
Saudi Arabia,Eastern Mediterranean,63.11,38.40368181818182
Qatar,Eastern Mediterranean,63.11,38.40368181818182
Saudi Arabia,Eastern Mediterranean,63.28,38.40368181818182
Qatar,Eastern Mediterranean,64.18,38.40368181818182
Qatar,Eastern Mediterranean,65.3,38.40368181818182
Egypt,Eastern Mediterranean,65.55,38.40368181818182
Kuwait,Eastern Mediterranean,65.63,38.40368181818182
Kuwait,Eastern Mediterranean,68.89,38.40368181818182
Kuwait,Eastern Mediterranean,69.35,38.40368181818182
Afghanistan,Eastern Mediterranean,74.91,38.40368181818182
Afghanistan,Eastern Mediterranean,83.49,38.40368181818182
Morocco,Eastern Mediterranean,12.99,38.40368181818182
Morocco,Eastern Mediterranean,13.36,38.40368181818182
Morocco,Eastern Mediterranean,13.55,38.40368181818182
Somalia,Eastern Mediterranean,13.64,38.40368181818182
Morocco,Eastern Mediterranean,13.81,38.40368181818182
Morocco,Eastern Mediterranean,13.97,38.40368181818182
Somalia,Eastern Mediterranean,14.38,38.40368181818182
Somalia,Eastern Mediterranean,14.4,38.40368181818182
Somalia,Eastern Mediterranean,14.51,38.40368181818182
Somalia,Eastern Mediterranean,15.01,38.40368181818182
Djibouti,Eastern Mediterranean,19.1,38.40368181818182
Djibouti,Eastern Mediterranean,20.43,38.40368181818182
Djibouti,Eastern Mediterranean,20.47,38.40368181818182
Djibouti,Eastern Mediterranean,20.63,38.40368181818182
Djibouti,Eastern Mediterranean,20.85,38.40368181818182
Sudan,Eastern Mediterranean,21.98,38.40368181818182
Lebanon,Eastern Mediterranean,22.38,38.40368181818182
Sudan,Eastern Mediterranean,22.41,38.40368181818182
Sudan,Eastern Mediterranean,23.19,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.33,38.40368181818182
Lebanon,Eastern Mediterranean,23.49,38.40368181818182
Jordan,Eastern Mediterranean,23.79,38.40368181818182
Lebanon,Eastern Mediterranean,24.11,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.24,38.40368181818182
Lebanon,Eastern Mediterranean,24.27,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.43,38.40368181818182
Sudan,Eastern Mediterranean,24.44,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.57,38.40368181818182
Lebanon,Eastern Mediterranean,24.62,38.40368181818182
Jordan,Eastern Mediterranean,24.76,38.40368181818182
Jordan,Eastern Mediterranean,24.87,38.40368181818182
Jordan,Eastern Mediterranean,25.24,38.40368181818182
Sudan,Eastern Mediterranean,25.43,38.40368181818182
Jordan,Eastern Mediterranean,25.46,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,25.82,38.40368181818182
Tunisia,Eastern Mediterranean,25.86,38.40368181818182
Tunisia,Eastern Mediterranean,26.49,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.54,38.40368181818182
Tunisia,Eastern Mediterranean,27.58,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.91,38.40368181818182
Libya,Eastern Mediterranean,28.26,38.40368181818182
Libya,Eastern Mediterranean,28.41,38.40368181818182
Tunisia,Eastern Mediterranean,28.41,38.40368181818182
Libya,Eastern Mediterranean,28.55,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,28.6,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,28.98,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.5,38.40368181818182
Tunisia,Eastern Mediterranean,29.76,38.40368181818182
Libya,Eastern Mediterranean,30.07,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.29,38.40368181818182
Libya,Eastern Mediterranean,30.47,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.92,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,31.93,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,32.89,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,33.98,38.40368181818182
Oman,Eastern Mediterranean,34.93,38.40368181818182
Oman,Eastern Mediterranean,35.28,38.40368181818182
Oman,Eastern Mediterranean,35.54,38.40368181818182
Iraq,Eastern Mediterranean,36.18,38.40368181818182
Oman,Eastern Mediterranean,36.76,38.40368181818182
Iraq,Eastern Mediterranean,37.22,38.40368181818182
Oman,Eastern Mediterranean,37.99,38.40368181818182
Iraq,Eastern Mediterranean,38.51,38.40368181818182
Yemen,Eastern Mediterranean,38.54,38.40368181818182
Yemen,Eastern Mediterranean,39.91,38.40368181818182
Yemen,Eastern Mediterranean,40.27,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.3,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.38,38.40368181818182
United Arab Emirates,Eastern Mediterranean,40.44,38.40368181818182
Yemen,Eastern Mediterranean,41.34,38.40368181818182
Yemen,Eastern Mediterranean,41.99,38.40368181818182
Iraq,Eastern Mediterranean,42.12,38.40368181818182
United Arab Emirates,Eastern Mediterranean,42.89,38.40368181818182
United Arab Emirates,Eastern Mediterranean,43.93,38.40368181818182
Iraq,Eastern Mediterranean,44.5,38.40368181818182
Egypt,Eastern Mediterranean,46.03,38.40368181818182
Pakistan,Eastern Mediterranean,51.77,38.40368181818182
Bahrain,Eastern Mediterranean,52.22,38.40368181818182
Bahrain,Eastern Mediterranean,52.69,38.40368181818182
Bahrain,Eastern Mediterranean,52.9,38.40368181818182
Bahrain,Eastern Mediterranean,52.94,38.40368181818182
Pakistan,Eastern Mediterranean,53.65,38.40368181818182
Pakistan,Eastern Mediterranean,53.78,38.40368181818182
Saudi Arabia,Eastern Mediterranean,54.59,38.40368181818182
Qatar,Eastern Mediterranean,54.83,38.40368181818182
Kuwait,Eastern Mediterranean,55.16,38.40368181818182
Pakistan,Eastern Mediterranean,55.36,38.40368181818182
Saudi Arabia,Eastern Mediterranean,55.76,38.40368181818182
Qatar,Eastern Mediterranean,56.26,38.40368181818182
Pakistan,Eastern Mediterranean,56.96,38.40368181818182
Afghanistan,Eastern Mediterranean,57.0,38.40368181818182
Kuwait,Eastern Mediterranean,57.41,38.40368181818182
Bahrain,Eastern Mediterranean,57.46,38.40368181818182
Egypt,Eastern Mediterranean,57.66,38.40368181818182
Saudi Arabia,Eastern Mediterranean,60.0,38.40368181818182
Saudi Arabia,Eastern Mediterranean,60.22,38.40368181818182
Saudi Arabia,Eastern Mediterranean,60.45,38.40368181818182
Qatar,Eastern Mediterranean,61.3,38.40368181818182
Egypt,Eastern Mediterranean,61.97,38.40368181818182
Qatar,Eastern Mediterranean,62.31,38.40368181818182
Egypt,Eastern Mediterranean,62.89,38.40368181818182
Qatar,Eastern Mediterranean,63.4,38.40368181818182
Afghanistan,Eastern Mediterranean,64.0,38.40368181818182
Kuwait,Eastern Mediterranean,64.37,38.40368181818182
Afghanistan,Eastern Mediterranean,64.73,38.40368181818182
Egypt,Eastern Mediterranean,65.43,38.40368181818182
Kuwait,Eastern Mediterranean,67.57,38.40368181818182
Kuwait,Eastern Mediterranean,68.01,38.40368181818182
Afghanistan,Eastern Mediterranean,77.76,38.40368181818182
Afghanistan,Eastern Mediterranean,86.91,38.40368181818182
Morocco,Eastern Mediterranean,12.89,38.40368181818182
Morocco,Eastern Mediterranean,13.25,38.40368181818182
Morocco,Eastern Mediterranean,13.48,38.40368181818182
Somalia,Eastern Mediterranean,13.53,38.40368181818182
Morocco,Eastern Mediterranean,13.76,38.40368181818182
Morocco,Eastern Mediterranean,13.94,38.40368181818182
Somalia,Eastern Mediterranean,14.19,38.40368181818182
Somalia,Eastern Mediterranean,14.22,38.40368181818182
Somalia,Eastern Mediterranean,14.46,38.40368181818182
Somalia,Eastern Mediterranean,14.99,38.40368181818182
Djibouti,Eastern Mediterranean,18.97,38.40368181818182
Djibouti,Eastern Mediterranean,20.34,38.40368181818182
Djibouti,Eastern Mediterranean,20.39,38.40368181818182
Djibouti,Eastern Mediterranean,20.6,38.40368181818182
Djibouti,Eastern Mediterranean,20.83,38.40368181818182
Sudan,Eastern Mediterranean,22.11,38.40368181818182
Sudan,Eastern Mediterranean,22.55,38.40368181818182
Lebanon,Eastern Mediterranean,22.72,38.40368181818182
Sudan,Eastern Mediterranean,23.37,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.63,38.40368181818182
Lebanon,Eastern Mediterranean,23.85,38.40368181818182
Jordan,Eastern Mediterranean,24.23,38.40368181818182
Tunisia,Eastern Mediterranean,24.4,38.40368181818182
Lebanon,Eastern Mediterranean,24.49,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.53,38.40368181818182
Sudan,Eastern Mediterranean,24.64,38.40368181818182
Lebanon,Eastern Mediterranean,24.65,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.75,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.91,38.40368181818182
Tunisia,Eastern Mediterranean,24.98,38.40368181818182
Lebanon,Eastern Mediterranean,25.02,38.40368181818182
Jordan,Eastern Mediterranean,25.22,38.40368181818182
Jordan,Eastern Mediterranean,25.34,38.40368181818182
Sudan,Eastern Mediterranean,25.65,38.40368181818182
Jordan,Eastern Mediterranean,25.72,38.40368181818182
Jordan,Eastern Mediterranean,25.96,38.40368181818182
Tunisia,Eastern Mediterranean,26.13,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,26.21,38.40368181818182
Tunisia,Eastern Mediterranean,27.01,38.40368181818182
Libya,Eastern Mediterranean,27.2,38.40368181818182
Libya,Eastern Mediterranean,27.29,38.40368181818182
Libya,Eastern Mediterranean,27.37,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.79,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,28.17,38.40368181818182
Tunisia,Eastern Mediterranean,28.39,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.04,38.40368181818182
Libya,Eastern Mediterranean,29.07,38.40368181818182
Libya,Eastern Mediterranean,29.5,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.55,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.87,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.49,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,31.1,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,32.12,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,33.03,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,33.92,38.40368181818182
Oman,Eastern Mediterranean,35.19,38.40368181818182
Oman,Eastern Mediterranean,35.54,38.40368181818182
Oman,Eastern Mediterranean,35.84,38.40368181818182
Iraq,Eastern Mediterranean,36.85,38.40368181818182
Oman,Eastern Mediterranean,37.14,38.40368181818182
Iraq,Eastern Mediterranean,37.48,38.40368181818182
Oman,Eastern Mediterranean,38.48,38.40368181818182
Iraq,Eastern Mediterranean,39.05,38.40368181818182
Yemen,Eastern Mediterranean,39.81,38.40368181818182
United Arab Emirates,Eastern Mediterranean,41.03,38.40368181818182
Yemen,Eastern Mediterranean,41.06,38.40368181818182
United Arab Emirates,Eastern Mediterranean,41.16,38.40368181818182
United Arab Emirates,Eastern Mediterranean,41.27,38.40368181818182
Yemen,Eastern Mediterranean,41.33,38.40368181818182
Yemen,Eastern Mediterranean,42.37,38.40368181818182
Iraq,Eastern Mediterranean,42.43,38.40368181818182
Yemen,Eastern Mediterranean,43.0,38.40368181818182
United Arab Emirates,Eastern Mediterranean,43.93,38.40368181818182
Iraq,Eastern Mediterranean,44.83,38.40368181818182
United Arab Emirates,Eastern Mediterranean,45.07,38.40368181818182
Egypt,Eastern Mediterranean,45.79,38.40368181818182
Pakistan,Eastern Mediterranean,54.0,38.40368181818182
Pakistan,Eastern Mediterranean,55.82,38.40368181818182
Bahrain,Eastern Mediterranean,55.88,38.40368181818182
Pakistan,Eastern Mediterranean,55.9,38.40368181818182
Bahrain,Eastern Mediterranean,56.15,38.40368181818182
Bahrain,Eastern Mediterranean,56.38,38.40368181818182
Bahrain,Eastern Mediterranean,56.41,38.40368181818182
Kuwait,Eastern Mediterranean,56.83,38.40368181818182
Saudi Arabia,Eastern Mediterranean,57.37,38.40368181818182
Egypt,Eastern Mediterranean,57.39,38.40368181818182
Pakistan,Eastern Mediterranean,57.62,38.40368181818182
Saudi Arabia,Eastern Mediterranean,58.48,38.40368181818182
Qatar,Eastern Mediterranean,58.74,38.40368181818182
Kuwait,Eastern Mediterranean,59.02,38.40368181818182
Pakistan,Eastern Mediterranean,59.46,38.40368181818182
Afghanistan,Eastern Mediterranean,59.99,38.40368181818182
Qatar,Eastern Mediterranean,60.4,38.40368181818182
Bahrain,Eastern Mediterranean,61.25,38.40368181818182
Egypt,Eastern Mediterranean,61.56,38.40368181818182
Saudi Arabia,Eastern Mediterranean,62.45,38.40368181818182
Egypt,Eastern Mediterranean,62.48,38.40368181818182
Saudi Arabia,Eastern Mediterranean,62.73,38.40368181818182
Saudi Arabia,Eastern Mediterranean,63.03,38.40368181818182
Egypt,Eastern Mediterranean,64.95,38.40368181818182
Qatar,Eastern Mediterranean,65.91,38.40368181818182
Kuwait,Eastern Mediterranean,66.17,38.40368181818182
Qatar,Eastern Mediterranean,67.03,38.40368181818182
Afghanistan,Eastern Mediterranean,67.2,38.40368181818182
Afghanistan,Eastern Mediterranean,67.9,38.40368181818182
Qatar,Eastern Mediterranean,68.23,38.40368181818182
Kuwait,Eastern Mediterranean,69.43,38.40368181818182
Kuwait,Eastern Mediterranean,69.88,38.40368181818182
Afghanistan,Eastern Mediterranean,81.38,38.40368181818182
Afghanistan,Eastern Mediterranean,90.88,38.40368181818182
Morocco,Eastern Mediterranean,12.76,38.40368181818182
Morocco,Eastern Mediterranean,13.11,38.40368181818182
Morocco,Eastern Mediterranean,13.26,38.40368181818182
Morocco,Eastern Mediterranean,13.49,38.40368181818182
Somalia,Eastern Mediterranean,13.55,38.40368181818182
Morocco,Eastern Mediterranean,13.63,38.40368181818182
Somalia,Eastern Mediterranean,14.23,38.40368181818182
Somalia,Eastern Mediterranean,14.25,38.40368181818182
Somalia,Eastern Mediterranean,14.44,38.40368181818182
Somalia,Eastern Mediterranean,14.94,38.40368181818182
Djibouti,Eastern Mediterranean,18.59,38.40368181818182
Djibouti,Eastern Mediterranean,19.94,38.40368181818182
Djibouti,Eastern Mediterranean,20.0,38.40368181818182
Djibouti,Eastern Mediterranean,20.27,38.40368181818182
Djibouti,Eastern Mediterranean,20.51,38.40368181818182
Sudan,Eastern Mediterranean,20.98,38.40368181818182
Sudan,Eastern Mediterranean,21.4,38.40368181818182
Sudan,Eastern Mediterranean,22.13,38.40368181818182
Lebanon,Eastern Mediterranean,22.17,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.03,38.40368181818182
Lebanon,Eastern Mediterranean,23.23,38.40368181818182
Sudan,Eastern Mediterranean,23.35,38.40368181818182
Jordan,Eastern Mediterranean,23.43,38.40368181818182
Lebanon,Eastern Mediterranean,23.82,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.87,38.40368181818182
Lebanon,Eastern Mediterranean,23.97,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.13,38.40368181818182
Lebanon,Eastern Mediterranean,24.31,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.31,38.40368181818182
Sudan,Eastern Mediterranean,24.32,38.40368181818182
Jordan,Eastern Mediterranean,24.4,38.40368181818182
Jordan,Eastern Mediterranean,24.47,38.40368181818182
Jordan,Eastern Mediterranean,24.88,38.40368181818182
Jordan,Eastern Mediterranean,24.88,38.40368181818182
Tunisia,Eastern Mediterranean,25.31,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,25.6,38.40368181818182
Tunisia,Eastern Mediterranean,25.98,38.40368181818182
Tunisia,Eastern Mediterranean,27.01,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.26,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.63,38.40368181818182
Tunisia,Eastern Mediterranean,27.8,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,28.16,38.40368181818182
Libya,Eastern Mediterranean,28.36,38.40368181818182
Libya,Eastern Mediterranean,28.52,38.40368181818182
Libya,Eastern Mediterranean,28.67,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,28.85,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,29.06,38.40368181818182
Tunisia,Eastern Mediterranean,29.14,38.40368181818182
Libya,Eastern Mediterranean,29.98,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.03,38.40368181818182
Libya,Eastern Mediterranean,30.34,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.66,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,31.48,38.40368181818182
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,32.67,38.40368181818182
Iran (Islamic Republic of),Eastern Mediterranean,33.32,38.40368181818182
Oman,Eastern Mediterranean,34.0,38.40368181818182
Iraq,Eastern Mediterranean,34.38,38.40368181818182
Oman,Eastern Mediterranean,34.4,38.40368181818182
Oman,Eastern Mediterranean,34.69,38.40368181818182
Iraq,Eastern Mediterranean,35.19,38.40368181818182
Oman,Eastern Mediterranean,36.07,38.40368181818182
Iraq,Eastern Mediterranean,36.63,38.40368181818182
Yemen,Eastern Mediterranean,37.0,38.40368181818182
Oman,Eastern Mediterranean,37.46,38.40368181818182
Yemen,Eastern Mediterranean,38.27,38.40368181818182
Yemen,Eastern Mediterranean,38.52,38.40368181818182
United Arab Emirates,Eastern Mediterranean,38.77,38.40368181818182
United Arab Emirates,Eastern Mediterranean,38.8,38.40368181818182
United Arab Emirates,Eastern Mediterranean,38.82,38.40368181818182
Yemen,Eastern Mediterranean,39.61,38.40368181818182
Iraq,Eastern Mediterranean,40.05,38.40368181818182
Yemen,Eastern Mediterranean,40.27,38.40368181818182
United Arab Emirates,Eastern Mediterranean,41.34,38.40368181818182
Iraq,Eastern Mediterranean,42.38,38.40368181818182
United Arab Emirates,Eastern Mediterranean,42.38,38.40368181818182
Egypt,Eastern Mediterranean,45.17,38.40368181818182
Bahrain,Eastern Mediterranean,49.32,38.40368181818182
Bahrain,Eastern Mediterranean,49.93,38.40368181818182
Bahrain,Eastern Mediterranean,50.12,38.40368181818182
Bahrain,Eastern Mediterranean,50.16,38.40368181818182
Qatar,Eastern Mediterranean,51.92,38.40368181818182
Saudi Arabia,Eastern Mediterranean,51.98,38.40368181818182
Kuwait,Eastern Mediterranean,52.82,38.40368181818182
Saudi Arabia,Eastern Mediterranean,52.96,38.40368181818182
Qatar,Eastern Mediterranean,53.41,38.40368181818182
Pakistan,Eastern Mediterranean,54.31,38.40368181818182
Bahrain,Eastern Mediterranean,54.38,38.40368181818182
Kuwait,Eastern Mediterranean,55.14,38.40368181818182
Pakistan,Eastern Mediterranean,56.26,38.40368181818182
Pakistan,Eastern Mediterranean,56.28,38.40368181818182
Saudi Arabia,Eastern Mediterranean,56.4,38.40368181818182
Saudi Arabia,Eastern Mediterranean,56.69,38.40368181818182
Saudi Arabia,Eastern Mediterranean,57.0,38.40368181818182
Egypt,Eastern Mediterranean,57.77,38.40368181818182
Pakistan,Eastern Mediterranean,58.04,38.40368181818182
Qatar,Eastern Mediterranean,58.29,38.40368181818182
Qatar,Eastern Mediterranean,59.3,38.40368181818182
Pakistan,Eastern Mediterranean,59.83,38.40368181818182
Qatar,Eastern Mediterranean,60.35,38.40368181818182
Afghanistan,Eastern Mediterranean,60.79,38.40368181818182
Kuwait,Eastern Mediterranean,61.96,38.40368181818182
Egypt,Eastern Mediterranean,62.02,38.40368181818182
Egypt,Eastern Mediterranean,63.0,38.40368181818182
Kuwait,Eastern Mediterranean,65.15,38.40368181818182
Egypt,Eastern Mediterranean,65.55,38.40368181818182
Kuwait,Eastern Mediterranean,65.59,38.40368181818182
Afghanistan,Eastern Mediterranean,68.06,38.40368181818182
Afghanistan,Eastern Mediterranean,68.85,38.40368181818182
Afghanistan,Eastern Mediterranean,82.36,38.40368181818182
Afghanistan,Eastern Mediterranean,91.92,38.40368181818182
Morocco,Eastern Mediterranean,12.32,38.40368181818182
Morocco,Eastern Mediterranean,12.67,38.40368181818182
Morocco,Eastern Mediterranean,12.87,38.40368181818182
Morocco,Eastern Mediterranean,13.13,38.40368181818182
Morocco,Eastern Mediterranean,13.31,38.40368181818182
Somalia,Eastern Mediterranean,13.51,38.40368181818182
Somalia,Eastern Mediterranean,14.25,38.40368181818182
Somalia,Eastern Mediterranean,14.27,38.40368181818182
Somalia,Eastern Mediterranean,14.38,38.40368181818182
Somalia,Eastern Mediterranean,14.88,38.40368181818182
Djibouti,Eastern Mediterranean,19.23,38.40368181818182
Djibouti,Eastern Mediterranean,20.65,38.40368181818182
Djibouti,Eastern Mediterranean,20.71,38.40368181818182
Djibouti,Eastern Mediterranean,20.97,38.40368181818182
Djibouti,Eastern Mediterranean,21.21,38.40368181818182
Sudan,Eastern Mediterranean,21.49,38.40368181818182
Sudan,Eastern Mediterranean,21.94,38.40368181818182
Lebanon,Eastern Mediterranean,22.22,38.40368181818182
Sudan,Eastern Mediterranean,22.78,38.40368181818182
Lebanon,Eastern Mediterranean,23.26,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,23.27,38.40368181818182
Jordan,Eastern Mediterranean,23.74,38.40368181818182
Lebanon,Eastern Mediterranean,23.9,38.40368181818182
Sudan,Eastern Mediterranean,24.04,38.40368181818182
Lebanon,Eastern Mediterranean,24.05,38.40368181818182
Tunisia,Eastern Mediterranean,24.15,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.38,38.40368181818182
Lebanon,Eastern Mediterranean,24.42,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.46,38.40368181818182
Syrian Arab Republic,Eastern Mediterranean,24.51,38.40368181818182
Jordan,Eastern Mediterranean,24.69,38.40368181818182
Jordan,Eastern Mediterranean,24.85,38.40368181818182
Sudan,Eastern Mediterranean,25.04,38.40368181818182
Tunisia,Eastern Mediterranean,25.05,38.40368181818182
Jordan,Eastern Mediterranean,25.17,38.40368181818182
Jordan,Eastern Mediterranean,25.73,38.40368181818182
Tunisia,Eastern Mediterranean,25.75,38.40368181818182
